seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	155532244	155532438	195	*	X02672	55870	155305052	155532585	227534	-	0	inside	146	ASH1L
chr1	155532484	155532738	255	*	X02673	55870	155305052	155532585	227534	-	0	overlapStart	0	ASH1L
chr1	155657708	155657749	42	*	X02674	7818	155658882	155708800	49919	+	1132	upstream	1132	DAP3
chr1	155658425	155658589	165	*	X02675	7818	155658882	155708800	49919	+	292	upstream	292	DAP3
chr1	155830017	155830196	180	*	X02677	54856	155719510	155829191	109682	-	825	upstream	825	GON4L
chr1	155830377	155830496	120	*	X02678	54856	155719510	155829191	109682	-	1185	upstream	1185	GON4L
chr1	155880896	155881045	150	*	X02680	6016	155867599	155881193	13595	-	0	inside	147	RIT1
chr1	155881166	155881270	105	*	X02681	6016	155867599	155881193	13595	-	0	overlapStart	0	RIT1
chr1	155990486	155990605	120	*	X02691	6746	155978839	155990758	11920	-	0	inside	152	SSR2
chr1	156022901	156023410	510	*	X02692	28956	156024517	156028605	4089	+	1106	upstream	1106	LAMTOR2
chr1	156022901	156023410	510	*	X02692	56893	156005092	156023516	18425	-	0	inside	105	UBQLN4
chr1	156023441	156023545	105	*	X02693	28956	156024517	156028605	4089	+	971	upstream	971	LAMTOR2
chr1	156023441	156023545	105	*	X02693	56893	156005092	156023516	18425	-	0	overlapStart	0	UBQLN4
chr1	156024811	156025045	235	*	X02694	28956	156024517	156028605	4089	+	0	inside	293	LAMTOR2
chr1	156024811	156025045	235	*	X02694	56893	156005092	156023516	18425	-	1294	upstream	1294	UBQLN4
chr1	156050050	156050589	540	*	X02698	4000	156052369	156109880	57512	+	1779	upstream	1779	LMNA
chr1	156050695	156050829	135	*	X02699	4000	156052369	156109880	57512	+	1539	upstream	1539	LMNA
chr1	156051181	156051300	120	*	X02700	4000	156052369	156109880	57512	+	1068	upstream	1068	LMNA
chr1	156051481	156051523	43	*	X02701	4000	156052369	156109880	57512	+	845	upstream	845	LMNA
chr1	156051481	156051523	43	*	X02701	92312	156041804	156051789	9986	-	0	inside	265	MEX3A
chr1	156051586	156051639	54	*	X02702	4000	156052369	156109880	57512	+	729	upstream	729	LMNA
chr1	156051586	156051639	54	*	X02702	92312	156041804	156051789	9986	-	0	inside	149	MEX3A
chr1	156051856	156051879	24	*	X02703	4000	156052369	156109880	57512	+	489	upstream	489	LMNA
chr1	156051856	156051879	24	*	X02703	92312	156041804	156051789	9986	-	66	upstream	66	MEX3A
chr1	156051998	156052170	173	*	X02704	4000	156052369	156109880	57512	+	198	upstream	198	LMNA
chr1	156051998	156052170	173	*	X02704	92312	156041804	156051789	9986	-	208	upstream	208	MEX3A
chr1	156052576	156052592	17	*	X02705	4000	156052369	156109880	57512	+	0	inside	206	LMNA
chr1	156052576	156052592	17	*	X02705	92312	156041804	156051789	9986	-	786	upstream	786	MEX3A
chr1	156052658	156052710	53	*	X02706	4000	156052369	156109880	57512	+	0	inside	288	LMNA
chr1	156052658	156052710	53	*	X02706	92312	156041804	156051789	9986	-	868	upstream	868	MEX3A
chr1	156119919	156120203	285	*	X02715	64218	156119735	156147542	27808	+	0	inside	183	SEMA4A
chr1	156252002	156252361	360	*	X02716	84283	156252704	156262234	9531	+	342	upstream	342	TMEM79
chr1	156252002	156252361	360	*	X02716	23381	156219015	156252620	33606	-	0	inside	258	SMG5
chr1	156338639	156338743	105	*	X02720	57127	156338980	156355013	16034	+	236	upstream	236	RHBG
chr1	156390916	156391125	210	*	X02726	407046	156390133	156390221	89	-	694	upstream	694	MIR9-1
chr1	156391186	156391335	150	*	X02727	407046	156390133	156390221	89	-	964	upstream	964	MIR9-1
chr1	156400002	156400256	255	*	X02732	10485	156374055	156400493	26439	-	0	inside	236	MIR9-1HG
chr1	156400482	156400631	150	*	X02733	10485	156374055	156400493	26439	-	0	overlapStart	0	MIR9-1HG
chr1	156400647	156400720	74	*	X02734	10485	156374055	156400493	26439	-	153	upstream	153	MIR9-1HG
chr1	156400932	156401066	135	*	X02735	10485	156374055	156400493	26439	-	438	upstream	438	MIR9-1HG
chr1	156401966	156402205	240	*	X02736	10485	156374055	156400493	26439	-	1472	upstream	1472	MIR9-1HG
chr1	156470615	156470635	21	*	X02752	4209	156433513	156470634	37122	-	0	overlapStart	0	MEF2D
chr1	156611163	156611297	135	*	X02758	63827	156611740	156629324	17585	+	442	upstream	442	BCAN
chr1	156647156	156647335	180	*	X02768	10763	156638556	156647189	8634	-	0	overlapStart	0	NES
chr1	156647471	156647575	105	*	X02769	10763	156638556	156647189	8634	-	281	upstream	281	NES
chr1	156675372	156675506	135	*	X02776	1382	156669400	156675608	6209	-	0	inside	101	CRABP2
chr1	156675597	156675716	120	*	X02777	1382	156669400	156675608	6209	-	0	overlapStart	0	CRABP2
chr1	156676572	156676691	120	*	X02778	1382	156669400	156675608	6209	-	963	upstream	963	CRABP2
chr1	156676961	156677095	135	*	X02779	1382	156669400	156675608	6209	-	1352	upstream	1352	CRABP2
chr1	156698433	156698485	53	*	X02781	51093	156698263	156706752	8490	+	0	inside	169	RRNAD1
chr1	156698433	156698485	53	*	X02781	81875	156692413	156698211	5799	-	221	upstream	221	ISG20L2
chr1	156711373	156711477	105	*	X02782	79590	156707094	156710923	3830	-	449	upstream	449	MRPL24
chr1	156737642	156737806	165	*	X02790	3068	156711899	156736717	24819	-	924	upstream	924	HDGF
chr1	156783857	156783991	135	*	X02791	4914	156785542	156851642	66101	+	1550	upstream	1550	NTRK1
chr1	156785718	156785731	14	*	X02792	4914	156785542	156851642	66101	+	0	inside	175	NTRK1
chr1	156828845	156828979	135	*	X02803	3645	156810665	156828712	18048	-	132	upstream	132	INSRR
chr1	156830511	156830675	165	*	X02804	3645	156810665	156828712	18048	-	1798	upstream	1798	INSRR
chr1	156863195	156863409	215	*	X02815	375033	156863523	156886226	22704	+	113	upstream	113	PEAR1
chr1	156863484	156863494	11	*	X02816	375033	156863523	156886226	22704	+	28	upstream	28	PEAR1
chr1	156889940	156890119	180	*	X02820	149499	156890424	156902880	12457	+	304	upstream	304	LRRC71
chr1	157015750	157016154	405	*	X02830	9826	156904632	157015162	110531	-	587	upstream	587	ARHGEF11
chr1	157108813	157108932	120	*	X02836	2117	157094459	157108383	13925	-	429	upstream	429	ETV3
chr1	157962998	157963222	225	*	X02838	55243	157963063	158065844	102782	+	0	overlapStart	0	KIRREL1
chr1	157963283	157963432	150	*	X02839	55243	157963063	158065844	102782	+	0	inside	219	KIRREL1
chr1	159141237	159141296	60	*	X02847	57863	159141377	159172932	31556	+	80	upstream	80	CADM3
chr1	159825559	159825678	120	*	X02856	284677	159804264	159825137	20874	-	421	upstream	421	SNHG28
chr1	159914769	159915233	465	*	X02860	57549	159896829	159915386	18558	-	0	inside	152	IGSF9
chr1	159915804	159915923	120	*	X02861	57549	159896829	159915386	18558	-	417	upstream	417	IGSF9
chr1	160001544	160001663	120	*	X02862	93183	159997462	160001783	4322	-	0	inside	119	PIGM
chr1	160039873	160040053	181	*	X02864	3766	160007257	160040051	32795	-	0	overlapStart	0	KCNJ10
chr1	160040150	160040262	113	*	X02865	3766	160007257	160040051	32795	-	98	upstream	98	KCNJ10
chr1	160040353	160040457	105	*	X02866	3766	160007257	160040051	32795	-	301	upstream	301	KCNJ10
chr1	160041673	160041792	120	*	X02867	3766	160007257	160040051	32795	-	1621	upstream	1621	KCNJ10
chr1	160068297	160068450	154	*	X02872	93185	160061129	160068618	7490	-	0	inside	167	IGSF8
chr1	160068906	160069002	97	*	X02873	93185	160061129	160068618	7490	-	287	upstream	287	IGSF8
chr1	160085788	160085952	165	*	X02874	477	160085520	160113374	27855	+	0	inside	267	ATP1A2
chr1	160174689	160174730	42	*	X02876	8682	160175125	160185162	10038	+	394	upstream	394	PEA15
chr1	160175375	160175494	120	*	X02877	8682	160175125	160185162	10038	+	0	inside	249	PEA15
chr1	160313260	160313394	135	*	X02880	23385	160313063	160328742	15680	+	0	inside	196	NCSTN
chr1	160313260	160313394	135	*	X02880	1314	160258377	160313354	54978	-	0	overlapStart	0	COPA
chr1	161008499	161008738	240	*	X02890	100131187	161007422	161008774	1353	-	0	inside	35	TSTD1
chr1	161008499	161008738	240	*	X02890	50848	160965001	161008774	43774	-	0	inside	35	F11R
chr1	161008844	161008978	135	*	X02891	100131187	161007422	161008774	1353	-	69	upstream	69	TSTD1
chr1	161008844	161008978	135	*	X02891	50848	160965001	161008774	43774	-	69	upstream	69	F11R
chr1	161067715	161067834	120	*	X02892	126823	161068151	161070138	1988	+	316	upstream	316	KLHDC9
chr1	161088070	161088204	135	*	X02893	4817	161087862	161095235	7374	+	0	inside	207	NIT1
chr1	161088070	161088204	135	*	X02893	5202	161070346	161087866	17521	-	203	upstream	203	PFDN2
chr1	161101715	161102299	585	*	X02895	9191	161090769	161102478	11710	-	0	inside	178	DEDD
chr1	161103040	161103144	105	*	X02896	9191	161090769	161102478	11710	-	561	upstream	561	DEDD
chr1	161123245	161123267	23	*	X02897	51506	161123534	161128646	5113	+	266	upstream	266	UFC1
chr1	161128720	161128839	120	*	X02898	27005	161129254	161135516	6263	+	414	upstream	414	USP21
chr1	161129380	161129604	225	*	X02899	27005	161129254	161135516	6263	+	0	inside	125	USP21
chr1	161135620	161135739	120	*	X02901	5498	161136181	161147801	11621	+	441	upstream	441	PPOX
chr1	161167165	161167284	120	*	X02904	4720	161169105	161184184	15080	+	1820	upstream	1820	NDUFS2
chr1	161167480	161167614	135	*	X02905	4720	161169105	161184184	15080	+	1490	upstream	1490	NDUFS2
chr1	161196040	161196309	270	*	X02906	84134	161195833	161213089	17257	+	0	inside	206	TOMM40L
chr1	161196040	161196309	270	*	X02906	100847090	161196976	161197051	76	+	666	upstream	666	MIR5187
chr1	161228250	161228369	120	*	X02907	654790	161228517	161255240	26724	+	147	upstream	147	PCP4L1
chr1	162039453	162039587	135	*	X02924	9722	162039581	162339813	300233	+	0	overlapStart	0	NOS1AP
chr1	162531161	162531250	90	*	X02927	6675	162531296	162569633	38338	+	45	upstream	45	UAP1
chr1	164527889	164527978	90	*	X02929	5087	164528597	164854300	325704	+	618	upstream	618	PBX1
chr1	164528549	164528668	120	*	X02930	5087	164528597	164854300	325704	+	0	overlapStart	0	PBX1
chr1	164528754	164528888	135	*	X02931	5087	164528597	164854300	325704	+	0	inside	156	PBX1
chr1	165325978	165326097	120	*	X02944	4009	165171104	165325952	154849	-	25	upstream	25	LMX1A
chr1	165414722	165414856	135	*	X02949	6258	165370159	165414592	44434	-	129	upstream	129	RXRG
chr1	165599601	165599720	120	*	X02951	4259	165600110	165625372	25263	+	389	upstream	389	MGST3
chr1	165666825	165666920	96	*	X02953	440700	165667987	165679199	11213	+	1066	upstream	1066	LOC440700
chr1	165667326	165667460	135	*	X02954	440700	165667987	165679199	11213	+	526	upstream	526	LOC440700
chr1	165796644	165796838	195	*	X02955	7371	165796732	165880855	84124	+	0	overlapStart	0	UCK2
chr1	165796644	165796838	195	*	X02955	54499	165693528	165796992	103465	-	0	inside	153	TMCO1
chr1	165797439	165797558	120	*	X02956	54499	165693528	165796992	103465	-	446	upstream	446	TMCO1
chr1	166136247	166136284	38	*	X02958	149297	166026690	166135958	109269	-	288	upstream	288	FAM78B
chr1	166136378	166136576	199	*	X02959	149297	166026690	166135958	109269	-	419	upstream	419	FAM78B
chr1	166845511	166845617	107	*	X02961	117143	166825749	166845654	19906	-	0	inside	36	TADA1
chr1	166945745	166945864	120	*	X02963	387597	166882441	166944561	62121	-	1183	upstream	1183	ILDR2
chr1	167189154	167189273	120	*	X02964	5451	167190066	167396582	206517	+	792	upstream	792	POU2F1
chr1	167190125	167190173	49	*	X02965	5451	167190066	167396582	206517	+	0	inside	58	POU2F1
chr1	167598359	167598508	150	*	X02975	92241	167599474	167675486	76013	+	965	upstream	965	RCSD1
chr1	167599375	167599464	90	*	X02976	92241	167599474	167675486	76013	+	9	upstream	9	RCSD1
chr1	167906024	167906128	105	*	X02981	55827	167905797	168045083	139287	+	0	inside	226	DCAF6
chr1	167906024	167906128	105	*	X02981	25874	167885913	167906307	20395	-	0	inside	178	MPC2
chr1	167906339	167906443	105	*	X02982	25874	167885913	167906307	20395	-	31	upstream	31	MPC2
chr1	167906729	167906833	105	*	X02983	25874	167885913	167906307	20395	-	421	upstream	421	MPC2
chr1	169074454	169074566	113	*	X02989	481	169075947	169101960	26014	+	1380	upstream	1380	ATP1B1
chr1	169075785	169075821	37	*	X02990	481	169075947	169101960	26014	+	125	upstream	125	ATP1B1
chr1	170114983	170115087	105	*	X02998	149281	170115188	170136923	21736	+	100	upstream	100	METTL11B
chr1	170500720	170500839	120	*	X02999	92344	170501263	170522974	21712	+	423	upstream	423	GORAB
chr1	170501478	170501672	195	*	X03000	92344	170501263	170522974	21712	+	0	inside	214	GORAB
chr1	170631880	170631939	60	*	X03004	5396	170633313	170708541	75229	+	1373	upstream	1373	PRRX1
chr1	170632120	170632174	55	*	X03005	5396	170633313	170708541	75229	+	1138	upstream	1138	PRRX1
chr1	170632810	170632914	105	*	X03006	5396	170633313	170708541	75229	+	398	upstream	398	PRRX1
chr1	170633110	170633214	105	*	X03007	5396	170633313	170708541	75229	+	98	upstream	98	PRRX1
chr1	170633305	170633409	105	*	X03008	5396	170633313	170708541	75229	+	0	overlapStart	0	PRRX1
chr1	171810532	171810651	120	*	X03016	26052	171810618	172387567	576950	+	0	overlapStart	0	DNM3
chr1	172412930	172413064	135	*	X03018	5279	172362274	172413230	50957	-	0	inside	165	PIGC
chr1	172502006	172502200	195	*	X03019	51430	172502260	172580973	78714	+	59	upstream	59	SUCO
chr1	173447033	173447137	105	*	X03022	100506023	173204199	173446294	242096	-	738	upstream	738	LOC100506023
chr1	173638818	173638937	120	*	X03023	339416	173577475	173639001	61527	-	0	inside	63	ANKRD45
chr1	173792518	173792637	120	*	X03024	55157	173793797	173827682	33886	+	1159	upstream	1159	DARS2
chr1	173837523	173837912	390	*	X03025	692196	173835773	173835853	81	-	1669	upstream	1669	SNORD76
chr1	173837523	173837912	390	*	X03025	692195	173836017	173836076	60	-	1446	upstream	1446	SNORD75
chr1	173837523	173837912	390	*	X03025	619498	173836812	173836883	72	-	639	upstream	639	SNORD74
chr1	173837523	173837912	390	*	X03025	60674	173833039	173837125	4087	-	397	upstream	397	GAS5
chr1	174128258	174128377	120	*	X03028	9910	174128552	174964445	835894	+	174	upstream	174	RABGAP1L
chr1	174992605	174992724	120	*	X03033	63931	174982094	174992591	10498	-	13	upstream	13	MRPS14
chr1	175161989	175162000	12	*	X03035	9674	175126123	175162229	36107	-	0	inside	228	KIAA0040
chr1	175161821	175161942	122	*	X03036	9674	175126123	175162229	36107	-	0	inside	286	KIAA0040
chr1	175162136	175162270	135	*	X03037	9674	175126123	175162229	36107	-	0	overlapStart	0	KIAA0040
chr1	177133878	177133982	105	*	X03051	460	176826441	177134024	307584	-	0	inside	41	ASTN1
chr1	177134332	177134451	120	*	X03052	460	176826441	177134024	307584	-	307	upstream	307	ASTN1
chr1	177139042	177139130	89	*	X03053	57795	177140633	177251558	110926	+	1502	upstream	1502	BRINP2
chr1	177139762	177139851	90	*	X03054	57795	177140633	177251558	110926	+	781	upstream	781	BRINP2
chr1	177140583	177140687	105	*	X03055	57795	177140633	177251558	110926	+	0	overlapStart	0	BRINP2
chr1	178006789	178006878	90	*	X03058	730102	177975275	178007142	31868	-	0	inside	263	CRYZL2P
chr1	178006789	178006878	90	*	X03058	89866	177897489	178007142	109654	-	0	inside	263	SEC16B
chr1	178063463	178063552	90	*	X03059	100302401	178060643	178063128	2486	-	334	upstream	334	RASAL2-AS1
chr1	178512167	178512301	135	*	X03062	400798	178511931	178518024	6094	+	0	inside	235	C1orf220
chr1	178693998	178694057	60	*	X03064	55103	178694300	178889237	194938	+	242	upstream	242	RALGPS2
chr1	178694575	178694724	150	*	X03065	55103	178694300	178889237	194938	+	0	inside	274	RALGPS2
chr1	178994704	178994808	105	*	X03066	9917	178995074	179045702	50629	+	265	upstream	265	FAM20B
chr1	178995299	178995483	185	*	X03067	9917	178995074	179045702	50629	+	0	inside	224	FAM20B
chr1	179198448	179198567	120	*	X03074	27	179068462	179198819	130358	-	0	inside	251	ABL2
chr1	179198688	179198784	97	*	X03075	27	179068462	179198819	130358	-	0	inside	34	ABL2
chr1	179198959	179199085	127	*	X03076	27	179068462	179198819	130358	-	139	upstream	139	ABL2
chr1	179261000	179261070	71	*	X03077	6646	179262849	179327814	64966	+	1778	upstream	1778	SOAT1
chr1	179846703	179846822	120	*	X03082	163590	179809102	179846941	37840	-	0	inside	118	TOR1AIP2
chr1	179851228	179851332	105	*	X03083	26092	179851177	179889212	38036	+	0	inside	50	TOR1AIP1
chr1	180123997	180124001	5	*	X03085	5768	180123968	180167169	43202	+	0	inside	28	QSOX1
chr1	180198077	180198211	135	*	X03087	89884	180199433	180244188	44756	+	1221	upstream	1221	LHX4
chr1	180199067	180199088	22	*	X03088	89884	180199433	180244188	44756	+	344	upstream	344	LHX4
chr1	180199337	180199576	240	*	X03089	89884	180199433	180244188	44756	+	0	overlapStart	0	LHX4
chr1	180601131	180601244	114	*	X03094	9213	180601146	180859415	258270	+	0	overlapStart	0	XPR1
chr1	180881020	180881061	42	*	X03096	57710	180882313	180919922	37610	+	1251	upstream	1251	KIAA1614
chr1	180991998	180992117	120	*	X03099	10228	180942176	180992046	49871	-	0	overlapStart	0	STX6
chr1	181451020	181451109	90	*	X03111	777	181452686	181775921	323236	+	1576	upstream	1576	CACNA1E
chr1	181451620	181451724	105	*	X03112	777	181452686	181775921	323236	+	961	upstream	961	CACNA1E
chr1	181452325	181452429	105	*	X03113	777	181452686	181775921	323236	+	256	upstream	256	CACNA1E
chr1	182361157	182361241	85	*	X03122	2752	182350839	182361341	10503	-	0	inside	99	GLUL
chr1	182573648	182573711	64	*	X03124	6004	182567758	182573548	5791	-	99	upstream	99	RGS16
chr1	182583957	182584076	120	*	X03125	284648	182584275	182585764	1490	+	198	upstream	198	LINC01686
chr1	182808252	182808371	120	*	X03129	1660	182808439	182857117	48679	+	67	upstream	67	DHX9
chr1	182991929	182992250	322	*	X03130	3915	182992595	183114727	122133	+	344	upstream	344	LAMC1
chr1	182992438	182992543	106	*	X03131	3915	182992595	183114727	122133	+	51	upstream	51	LAMC1
chr1	183387592	183387711	120	*	X03135	23057	183217372	183387634	170263	-	0	overlapStart	0	NMNAT2
chr1	183439400	183439534	135	*	X03136	9887	183441506	183523328	81823	+	1971	upstream	1971	SMG7
chr1	183440375	183440479	105	*	X03137	9887	183441506	183523328	81823	+	1026	upstream	1026	SMG7
chr1	183441412	183441503	92	*	X03138	9887	183441506	183523328	81823	+	2	upstream	2	SMG7
chr1	183441412	183441503	92	*	X03138	284649	183430011	183441117	11107	-	294	upstream	294	SMG7-AS1
chr1	183441583	183441621	39	*	X03139	9887	183441506	183523328	81823	+	0	inside	76	SMG7
chr1	183441583	183441621	39	*	X03139	284649	183430011	183441117	11107	-	465	upstream	465	SMG7-AS1
chr1	183441860	183442159	300	*	X03140	284649	183430011	183441117	11107	-	742	upstream	742	SMG7-AS1
chr1	183442205	183442459	255	*	X03141	284649	183430011	183441117	11107	-	1087	upstream	1087	SMG7-AS1
chr1	183442550	183442669	120	*	X03142	284649	183430011	183441117	11107	-	1432	upstream	1432	SMG7-AS1
chr1	183603945	183604139	195	*	X03143	23179	183605208	183897666	292459	+	1068	upstream	1068	RGL1
chr1	183604602	183604706	105	*	X03144	23179	183605208	183897666	292459	+	501	upstream	501	RGL1
chr1	183605217	183605411	195	*	X03145	23179	183605208	183897666	292459	+	0	inside	8	RGL1
chr1	183605217	183605411	195	*	X03145	10092	183595328	183605076	9749	-	140	upstream	140	ARPC5
chr1	183605637	183605771	135	*	X03146	10092	183595328	183605076	9749	-	560	upstream	560	ARPC5
chr1	184355899	184355988	90	*	X03148	81563	184356150	184598155	242006	+	161	upstream	161	C1orf21
chr1	184356064	184356168	105	*	X03149	81563	184356150	184598155	242006	+	0	overlapStart	0	C1orf21
chr1	184356438	184356542	105	*	X03150	81563	184356150	184598155	242006	+	0	inside	287	C1orf21
chr1	185014446	185014595	150	*	X03155	6045	185014551	185071740	57190	+	0	overlapStart	0	RNF2
chr1	185014774	185015193	420	*	X03156	6045	185014551	185071740	57190	+	0	inside	222	RNF2
chr1	185125920	185126054	135	*	X03159	54823	185126192	185260913	134722	+	137	upstream	137	SWT1
chr1	185125920	185126054	135	*	X03159	81627	185087218	185126230	39013	-	0	inside	175	TRMT1L
